1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51
chr13:12443195_-	0.24	0.24	0.24	0.24	0.24	0.24	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.24	0.24	0.24	0.26	0.24	0.24	0.24	0.24	0.24	0.24	0.26	0.26	0.26	0.24	0.24	0.24	0.24	0.26	0.26	0.24	0.22	0.22	0.24	0.26	0.26	0.26	0.28	0.28	0.26	0.24	0.24	0.24	0.24	0.24	0.22	0.22	0.22	0.22
chr13:18737663_+	0.14	0.14	0.12	0.12	0.14	0.12	0.12	0.12	0.12	0.1	0.1	0.1	0.1	0.1	0.1	0.12	0.12	0.12	0.12	0.14	0.14	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.18	0.18	0.18	0.18	0.16	0.16	0.18	0.18	0.18	0.16	0.16	0.16	0.16	0.16	0.16	0.14	0.12	0.12	0.12	0.12	0.12	0.12	0.12
chr13:24753958_-	0.22	0.22	0.2	0.2	0.2	0.2	0.22	0.2	0.2	0.2	0.22	0.22	0.22	0.22	0.22	0.22	0.24	0.24	0.26	0.26	0.24	0.24	0.22	0.22	0.2	0.22	0.22	0.2	0.2	0.2	0.2	0.2	0.22	0.22	0.22	0.2	0.2	0.22	0.22	0.22	0.22	0.2	0.22	0.22	0.22	0.24	0.24	0.24	0.24	0.24	0.24
chr13:34900642_+	0.18	0.18	0.18	0.16	0.16	0.16	0.14	0.12	0.12	0.14	0.14	0.14	0.14	0.14	0.16	0.16	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.16	0.14	0.12	0.12	0.12	0.1	0.12	0.12	0.12	0.1	0.1	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.1	0.1	0.1	0.1	0.12	0.14	0.14	0.14	0.14	0.16
chr13:3581624_-	0.24	0.24	0.24	0.24	0.24	0.24	0.22	0.22	0.24	0.26	0.26	0.24	0.24	0.26	0.26	0.26	0.26	0.26	0.26	0.24	0.24	0.22	0.22	0.22	0.22	0.2	0.2	0.18	0.18	0.18	0.18	0.2	0.2	0.22	0.22	0.2	0.2	0.2	0.2	0.18	0.18	0.18	0.18	0.18	0.2	0.18	0.18	0.18	0.16	0.16	0.16
chr13:38619614_-	0.16	0.18	0.16	0.16	0.16	0.16	0.14	0.16	0.16	0.14	0.14	0.12	0.12	0.14	0.14	0.14	0.14	0.14	0.14	0.16	0.18	0.18	0.18	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.14	0.14	0.14	0.14	0.12	0.12	0.12	0.12	0.1	0.1	0.1	0.1	0.1
chr13:43244929_-	0.22	0.22	0.2	0.22	0.24	0.24	0.24	0.24	0.24	0.22	0.24	0.22	0.22	0.22	0.22	0.22	0.24	0.26	0.26	0.26	0.28	0.28	0.26	0.26	0.26	0.24	0.24	0.26	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.3	0.28	0.26	0.28	0.26	0.24	0.24	0.24	0.26	0.26	0.26	0.26	0.26	0.26	0.26
chr13:43460112_-	0.22	0.2	0.22	0.24	0.24	0.26	0.26	0.24	0.24	0.24	0.24	0.26	0.28	0.3	0.3	0.3	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.3	0.3	0.32	0.32	0.32	0.3	0.3	0.3	0.3	0.3	0.3	0.28	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.28	0.28	0.28	0.28	0.28	0.28	0.26
chr13:53350416_-	0.06	0.06	0.08	0.1	0.1	0.08	0.08	0.08	0.1	0.12	0.12	0.12	0.12	0.14	0.12	0.12	0.12	0.12	0.14	0.16	0.16	0.16	0.16	0.16	0.16	0.18	0.2	0.2	0.2	0.2	0.22	0.22	0.22	0.22	0.22	0.24	0.24	0.24	0.26	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28
chr13:54073647_+	0.16	0.16	0.16	0.14	0.16	0.18	0.18	0.18	0.18	0.18	0.18	0.16	0.16	0.16	0.16	0.18	0.18	0.2	0.2	0.2	0.22	0.22	0.2	0.2	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.24	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.24	0.24	0.22	0.24	0.24	0.26	0.26	0.26	0.26	0.26
chr13:55468112_+	0.26	0.26	0.26	0.24	0.24	0.24	0.26	0.26	0.26	0.26	0.26	0.28	0.26	0.26	0.26	0.28	0.28	0.28	0.28	0.28	0.28	0.3	0.3	0.3	0.3	0.3	0.28	0.26	0.28	0.26	0.26	0.24	0.22	0.2	0.2	0.2	0.2	0.18	0.18	0.18	0.2	0.22	0.22	0.2	0.2	0.2	0.2	0.2	0.22	0.22	0.24
chr13:56090855_-	0.38	0.38	0.4	0.4	0.38	0.38	0.4	0.42	0.44	0.46	0.46	0.46	0.46	0.44	0.44	0.42	0.42	0.42	0.42	0.42	0.4	0.4	0.42	0.42	0.4	0.38	0.36	0.36	0.36	0.38	0.36	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.36	0.36	0.36	0.34	0.34	0.32	0.32	0.34	0.32	0.32	0.32	0.32
chr13:60651186_+	0.22	0.2	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.24	0.22	0.22	0.22	0.22	0.22	0.22	0.24	0.24	0.24	0.24	0.22	0.22	0.2	0.2	0.2	0.18	0.18	0.18	0.16	0.14	0.12	0.12	0.12	0.14	0.16	0.16	0.14	0.14	0.14	0.14	0.12	0.12	0.12	0.12	0.14	0.16
chr13:74195304_-	0.04	0.04	0.02	0.02	0.02	0.02	0.02	0.02	0.04	0.04	0.04	0.04	0.04	0.04	0.02	0.02	0.02	0.04	0.04	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.08	0.08	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
chr13:78002198_+	0.36	0.38	0.36	0.34	0.34	0.36	0.36	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.34	0.34	0.34	0.36	0.34	0.36	0.36	0.36	0.34	0.36	0.36	0.36	0.38	0.38	0.36	0.36	0.38	0.4	0.38	0.4	0.4	0.4
chr13:78079956_+	0.18	0.18	0.18	0.18	0.16	0.14	0.14	0.14	0.14	0.14	0.16	0.18	0.18	0.16	0.14	0.14	0.14	0.12	0.12	0.1	0.1	0.1	0.1	0.1	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.14	0.16	0.16	0.18	0.18	0.16	0.14	0.16	0.16	0.16	0.16	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18
chr13:9148897_+	0.2	0.2	0.22	0.22	0.24	0.24	0.26	0.26	0.26	0.26	0.26	0.26	0.28	0.26	0.28	0.28	0.28	0.28	0.26	0.26	0.26	0.24	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.24	0.24	0.24	0.24	0.24	0.26	0.26	0.24	0.24	0.26	0.26	0.26	0.28	0.3	0.32	0.3	0.3	0.3
chr13:9388628_+	0.2	0.2	0.18	0.18	0.2	0.2	0.2	0.2	0.2	0.2	0.22	0.24	0.24	0.24	0.26	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.26	0.26	0.26	0.26	0.24	0.24	0.24	0.24	0.26	0.26	0.26	0.26	0.24	0.24	0.24	0.24	0.22	0.2	0.18	0.18	0.18	0.18	0.16	0.16	0.16	0.16	0.14	0.14	0.14
chr13:94441112_+	0.22	0.22	0.22	0.22	0.22	0.2	0.18	0.18	0.18	0.18	0.18	0.2	0.2	0.2	0.22	0.22	0.2	0.2	0.2	0.2	0.22	0.22	0.2	0.22	0.2	0.2	0.2	0.22	0.2	0.2	0.2	0.22	0.22	0.22	0.22	0.22	0.22	0.2	0.22	0.2	0.2	0.22	0.22	0.24	0.24	0.24	0.22	0.24	0.22	0.24	0.24
chr13:97075673_+	0.22	0.22	0.22	0.22	0.22	0.22	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.22	0.24	0.24	0.24	0.22	0.24	0.24	0.24	0.22	0.22	0.22	0.24	0.26	0.26	0.26	0.28	0.28	0.26	0.26	0.24	0.24	0.24	0.24	0.22	0.22	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.18	0.2	0.2	0.2	0.22	0.22
chr14:10116680_-	0.22	0.22	0.24	0.24	0.24	0.24	0.24	0.22	0.2	0.2	0.2	0.2	0.2	0.18	0.18	0.18	0.18	0.16	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.16	0.14	0.14	0.14	0.12	0.12	0.12	0.12	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14
chr14:101666280_+	0.2	0.2	0.2	0.18	0.2	0.18	0.2	0.18	0.2	0.2	0.22	0.22	0.22	0.22	0.22	0.2	0.22	0.24	0.24	0.24	0.26	0.26	0.26	0.26	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.26	0.26	0.28	0.28	0.3	0.3	0.3	0.3	0.32	0.32	0.34	0.34	0.34	0.32	0.32	0.32	0.32	0.32	0.32	0.3
chr14:103094601_-	0.24	0.26	0.26	0.28	0.28	0.3	0.32	0.34	0.34	0.34	0.34	0.34	0.32	0.34	0.36	0.36	0.36	0.36	0.38	0.38	0.38	0.36	0.36	0.36	0.34	0.34	0.34	0.32	0.32	0.32	0.32	0.3	0.3	0.28	0.28	0.3	0.3	0.3	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.26	0.26	0.26	0.24	0.24
chr14:103246780_-	0.22	0.22	0.22	0.24	0.26	0.26	0.28	0.28	0.28	0.28	0.28	0.28	0.3	0.3	0.3	0.32	0.3	0.3	0.3	0.28	0.28	0.3	0.3	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.26	0.26	0.26	0.24	0.24	0.24	0.24	0.22	0.22	0.22	0.2	0.18	0.18	0.16	0.16
chr14:105137796_-	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.2	0.2	0.2	0.22	0.22	0.22	0.22	0.24	0.22	0.24	0.26	0.28	0.28	0.28	0.28	0.26	0.26	0.24	0.24	0.26	0.26	0.26	0.26	0.28	0.28	0.28	0.28	0.28	0.26	0.26	0.26	0.28	0.28	0.28	0.28	0.3	0.3	0.3	0.3	0.3	0.32
chr14:11644878_+	0.2	0.22	0.22	0.22	0.22	0.22	0.2	0.2	0.2	0.2	0.2	0.18	0.16	0.16	0.18	0.18	0.18	0.18	0.18	0.18	0.16	0.16	0.18	0.18	0.2	0.2	0.18	0.2	0.18	0.18	0.18	0.2	0.22	0.22	0.22	0.22	0.2	0.2	0.2	0.22	0.24	0.26	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.26	0.26
chr14:119353452_+	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.22	0.2	0.2	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.2	0.22	0.22	0.22	0.22	0.22	0.22	0.2	0.2	0.18	0.18	0.16	0.18	0.18	0.2	0.18	0.18	0.18	0.18	0.18	0.18	0.2	0.2	0.2	0.2	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18
chr14:12286205_+	0.16	0.16	0.16	0.16	0.16	0.18	0.2	0.2	0.2	0.2	0.2	0.18	0.18	0.18	0.18	0.18	0.2	0.2	0.2	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.24	0.22	0.22	0.22	0.24	0.24	0.22	0.22	0.22	0.24	0.24	0.24	0.26	0.24	0.26	0.26	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.26	0.26
chr14:20149202_-	0.22	0.22	0.22	0.22	0.22	0.22	0.24	0.24	0.24	0.24	0.24	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.2	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.2	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.16	0.16	0.16	0.18	0.18	0.18	0.18	0.18	0.16	0.16	0.16	0.14	0.12
chr14:20469504_-	0.34	0.34	0.32	0.32	0.32	0.34	0.34	0.34	0.32	0.34	0.32	0.32	0.3	0.3	0.32	0.32	0.34	0.32	0.3	0.32	0.34	0.34	0.36	0.36	0.36	0.36	0.38	0.38	0.4	0.4	0.4	0.38	0.38	0.36	0.34	0.34	0.32	0.3	0.28	0.28	0.28	0.28	0.3	0.3	0.3	0.3	0.3	0.32	0.32	0.32	0.32
chr14:20738001_-	0.14	0.14	0.14	0.14	0.14	0.12	0.12	0.12	0.12	0.12	0.12	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.12	0.1	0.1	0.1	0.12	0.12	0.12	0.12	0.12	0.14	0.14	0.14	0.14	0.16	0.18	0.18	0.16	0.16	0.14	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.18	0.18	0.18	0.18	0.18	0.18
chr14:21565797_+	0.22	0.22	0.22	0.24	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.26	0.26	0.26	0.24	0.24	0.24	0.24	0.22	0.22	0.24	0.24	0.24	0.22	0.22	0.2	0.18	0.18	0.16	0.16	0.14	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.14	0.16	0.18	0.18	0.2	0.22
chr14:22574720_+	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.5	0.5	0.5	0.5	0.48	0.48	0.46	0.46	0.44	0.44	0.42	0.42	0.4	0.4	0.4	0.4	0.4	0.4	0.38	0.4	0.38	0.4	0.38	0.38	0.36	0.36	0.34	0.32	0.3	0.3	0.28	0.3	0.28	0.28	0.26	0.26	0.24	0.24	0.22	0.22
chr14:25858486_+	0.36	0.34	0.34	0.32	0.32	0.3	0.3	0.28	0.28	0.28	0.26	0.24	0.26	0.26	0.26	0.26	0.26	0.26	0.28	0.28	0.28	0.28	0.26	0.26	0.26	0.26	0.28	0.28	0.26	0.26	0.24	0.24	0.24	0.24	0.26	0.26	0.26	0.24	0.24	0.24	0.26	0.24	0.24	0.22	0.22	0.22	0.2	0.22	0.22	0.2	0.18
chr14:26476354_-	0.36	0.38	0.38	0.38	0.38	0.38	0.38	0.38	0.36	0.36	0.36	0.36	0.36	0.34	0.36	0.36	0.36	0.36	0.36	0.34	0.32	0.3	0.3	0.3	0.28	0.28	0.28	0.28	0.28	0.26	0.26	0.24	0.24	0.24	0.22	0.2	0.2	0.2	0.18	0.16	0.14	0.14	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12
chr14:31487279_-	0.22	0.24	0.26	0.26	0.26	0.26	0.26	0.28	0.3	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.34	0.36	0.36	0.36	0.38	0.4	0.4	0.42	0.4	0.38	0.38	0.36	0.38	0.38	0.36	0.36	0.36	0.36	0.34	0.32	0.3	0.3	0.3	0.3	0.28	0.26	0.26	0.26	0.26	0.26	0.24	0.24	0.24	0.22
chr14:32217641_+	0.16	0.18	0.18	0.18	0.18	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.14	0.14	0.14	0.12	0.12	0.12	0.12	0.14	0.14	0.14	0.16	0.16	0.14	0.14	0.14	0.14	0.14	0.12	0.12	0.12	0.12	0.12	0.12	0.14	0.14	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.1	0.1	0.1	0.1	0.1	0.1
chr14:34482406_-	0.08	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.08	0.08	0.08	0.08	0.08	0.06	0.06	0.06	0.06	0.08	0.08	0.08	0.08	0.08	0.1	0.1	0.1	0.12	0.12	0.12	0.12	0.12	0.12	0.14	0.14	0.12	0.12	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.16	0.18	0.18	0.18
chr14:34691564_+	0.12	0.12	0.12	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.18	0.18	0.18	0.18	0.16	0.16	0.16	0.14	0.14	0.14	0.14	0.14	0.12	0.12	0.12	0.14	0.16	0.16	0.16	0.14	0.14	0.12
chr14:34724312_+	0.18	0.2	0.2	0.2	0.2	0.2	0.2	0.18	0.18	0.18	0.18	0.18	0.18	0.2	0.22	0.22	0.22	0.22	0.22	0.24	0.24	0.24	0.24	0.24	0.24	0.22	0.22	0.24	0.24	0.24	0.22	0.22	0.24	0.22	0.22	0.22	0.22	0.24	0.24	0.24	0.26	0.24	0.22	0.22	0.22	0.22	0.24	0.24	0.22	0.22	0.24
chr14:38612074_-	0.2	0.2	0.22	0.22	0.22	0.24	0.24	0.24	0.24	0.24	0.24	0.22	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.22	0.22	0.2	0.18	0.2	0.18	0.18	0.18	0.2	0.2	0.2	0.2	0.22	0.22	0.24	0.22	0.24	0.24	0.26	0.26	0.28	0.28	0.28	0.28	0.28	0.28	0.3	0.3	0.32	0.3	0.32	0.3
chr14:38971630_-	0.46	0.44	0.44	0.42	0.42	0.4	0.4	0.38	0.38	0.36	0.36	0.34	0.34	0.32	0.32	0.3	0.3	0.28	0.28	0.26	0.28	0.28	0.28	0.26	0.26	0.24	0.24	0.22	0.22	0.2	0.2	0.2	0.2	0.18	0.2	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.16	0.14	0.14	0.14	0.12	0.1	0.1	0.1
chr14:46785920_-	0.12	0.12	0.12	0.12	0.14	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.1	0.08	0.08	0.08	0.1	0.1	0.1	0.1	0.1	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.1	0.1	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.06	0.06	0.06	0.06	0.06	0.06	0.06
chr14:49470679_-	0.2	0.18	0.18	0.2	0.2	0.22	0.22	0.22	0.22	0.22	0.22	0.24	0.24	0.22	0.22	0.22	0.2	0.22	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.26	0.26	0.26	0.24	0.22	0.2	0.22	0.22	0.22	0.22	0.2	0.2	0.2	0.2	0.2	0.18	0.18	0.16	0.16	0.14	0.14	0.14	0.14	0.14	0.16
chr14:57819004_-	0.22	0.22	0.24	0.26	0.26	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.3	0.3	0.3	0.28	0.28	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.24	0.22	0.22	0.22	0.22	0.2	0.2	0.22	0.22	0.22	0.2	0.2	0.2	0.2	0.18	0.18	0.18	0.18	0.18	0.2	0.22	0.22	0.22
chr14:60705870_+	0.26	0.26	0.26	0.26	0.26	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.22	0.22	0.22	0.22	0.2	0.18	0.18	0.16	0.14	0.14	0.14	0.12	0.12	0.12	0.1	0.08	0.08	0.08	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.08	0.08	0.1	0.1	0.1	0.08	0.08	0.08	0.08	0.08	0.08	0.08
chr14:62706485_-	0.12	0.14	0.12	0.12	0.12	0.14	0.14	0.14	0.14	0.14	0.16	0.16	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.16	0.16	0.16	0.16	0.16	0.16	0.18	0.2	0.2	0.2	0.2	0.18	0.18	0.18	0.2	0.22	0.24	0.24	0.24	0.26	0.26	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.3	0.28	0.28
chr14:63527750_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14:63623653_+	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.18	0.18	0.18	0.18	0.18	0.18	0.16	0.14	0.14	0.16	0.16	0.14	0.12	0.14	0.16	0.16	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.12	0.12	0.12	0.14	0.14	0.14	0.14	0.12	0.14	0.14	0.14	0.16	0.14	0.14	0.14	0.14
chr14:64401324_-	0.14	0.14	0.16	0.16	0.18	0.18	0.18	0.2	0.22	0.22	0.22	0.24	0.24	0.24	0.26	0.26	0.26	0.26	0.24	0.24	0.24	0.24	0.24	0.22	0.22	0.22	0.22	0.24	0.24	0.24	0.24	0.24	0.26	0.26	0.26	0.24	0.22	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.22	0.24	0.24	0.22	0.22	0.22
chr14:65968928_+	0.18	0.18	0.2	0.22	0.2	0.2	0.2	0.22	0.22	0.22	0.22	0.2	0.22	0.22	0.2	0.18	0.18	0.18	0.18	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.22	0.22	0.22	0.22	0.22	0.22	0.2	0.22	0.22	0.24	0.24	0.24	0.24	0.24	0.26	0.28	0.28	0.3	0.3	0.28	0.28	0.28
chr14:66280694_-	0.12	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.1	0.1	0.1	0.1	0.12	0.14	0.16	0.16	0.16	0.16	0.16	0.16	0.14	0.14	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.18	0.18	0.18	0.18	0.18	0.18	0.2	0.18	0.18	0.18
chr14:67053762_-	0.12	0.14	0.14	0.12	0.12	0.14	0.16	0.16	0.16	0.16	0.16	0.16	0.14	0.14	0.14	0.16	0.16	0.16	0.18	0.18	0.2	0.2	0.2	0.2	0.22	0.22	0.22	0.24	0.24	0.24	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.24	0.24	0.24	0.26	0.26	0.26	0.24	0.22	0.22	0.22	0.24	0.22
chr14:67704121_-	0.14	0.16	0.16	0.16	0.16	0.16	0.14	0.14	0.12	0.1	0.12	0.14	0.14	0.14	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.18	0.16	0.18	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.22	0.22	0.24	0.26	0.26	0.26	0.26	0.28	0.28	0.28	0.3	0.3	0.3	0.3	0.3	0.3	0.32	0.32
chr14:67732938_+	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.16	0.18	0.18	0.2	0.18	0.16	0.16	0.16	0.16	0.16	0.16	0.18	0.18	0.2	0.22	0.24	0.24	0.26	0.26	0.28	0.26	0.26	0.26	0.26	0.26	0.28	0.26	0.28	0.28	0.28	0.28	0.3	0.3	0.32	0.32	0.34	0.34	0.34	0.34	0.32	0.32	0.32
chr14:76491610_+	0.2	0.2	0.2	0.2	0.2	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.2	0.2	0.2	0.2	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.16	0.16	0.18	0.16	0.16	0.16	0.14	0.14	0.16	0.16	0.14	0.16	0.16	0.16	0.16	0.18	0.16	0.14	0.14	0.16	0.14	0.16	0.18	0.18	0.18
chr14:77628389_+	0.16	0.18	0.18	0.18	0.18	0.2	0.22	0.22	0.22	0.22	0.24	0.24	0.24	0.24	0.22	0.22	0.22	0.2	0.22	0.22	0.22	0.22	0.22	0.2	0.22	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.26	0.28	0.28	0.28	0.28	0.28	0.26	0.26	0.26	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.3	0.28	0.28
chr14:77847060_-	0.14	0.16	0.14	0.14	0.14	0.14	0.14	0.16	0.16	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.16	0.16	0.16	0.16	0.18	0.16	0.16	0.14	0.14	0.14	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.14	0.14	0.14	0.14	0.14	0.14	0.16	0.14	0.14	0.14
chr14:79470401_-	0.26	0.26	0.24	0.26	0.26	0.26	0.26	0.24	0.24	0.24	0.22	0.2	0.18	0.18	0.16	0.16	0.16	0.16	0.16	0.14	0.14	0.16	0.16	0.16	0.16	0.18	0.16	0.14	0.14	0.14	0.14	0.14	0.16	0.16	0.16	0.16	0.18	0.18	0.18	0.18	0.18	0.16	0.18	0.2	0.2	0.2	0.18	0.18	0.18	0.2	0.18
chr14:8021414_+	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.08	0.1	0.1	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.16	0.14	0.14	0.14	0.14	0.14	0.14	0.16	0.16	0.16	0.16	0.14
chr14:86959900_-	0.38	0.4	0.38	0.38	0.38	0.36	0.34	0.34	0.36	0.36	0.34	0.34	0.32	0.34	0.34	0.34	0.34	0.34	0.32	0.34	0.32	0.32	0.32	0.32	0.3	0.28	0.28	0.26	0.26	0.26	0.26	0.24	0.26	0.26	0.24	0.24	0.24	0.26	0.26	0.26	0.26	0.26	0.28	0.3	0.28	0.28	0.26	0.26	0.26	0.26	0.28
chr14:99183767_+	0.14	0.14	0.14	0.14	0.12	0.14	0.12	0.12	0.14	0.14	0.14	0.14	0.14	0.16	0.16	0.16	0.16	0.16	0.18	0.16	0.16	0.16	0.14	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.14	0.14	0.16	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.16	0.16	0.14	0.14	0.14	0.14
chr15:100633043_-	0.36	0.36	0.38	0.38	0.38	0.36	0.36	0.34	0.34	0.36	0.36	0.36	0.36	0.34	0.34	0.32	0.32	0.32	0.32	0.3	0.3	0.32	0.3	0.28	0.26	0.26	0.26	0.28	0.26	0.26	0.26	0.24	0.24	0.24	0.22	0.22	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.22	0.2	0.2	0.2	0.2	0.2	0.18	0.18
chr15:102077975_+	0.38	0.36	0.38	0.36	0.34	0.34	0.34	0.34	0.34	0.34	0.36	0.36	0.36	0.34	0.34	0.34	0.32	0.3	0.3	0.3	0.3	0.28	0.3	0.32	0.32	0.3	0.28	0.26	0.28	0.3	0.28	0.26	0.26	0.26	0.24	0.24	0.22	0.2	0.2	0.2	0.2	0.22	0.2	0.22	0.22	0.24	0.24	0.26	0.28	0.28	0.28
chr15:102238751_-	0.22	0.22	0.22	0.2	0.22	0.22	0.22	0.24	0.26	0.26	0.26	0.26	0.26	0.24	0.24	0.24	0.26	0.26	0.26	0.24	0.24	0.24	0.24	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.2	0.18	0.18	0.18	0.18	0.2	0.2	0.22	0.2	0.18	0.18	0.18
