ID	strand	Average MAPQ	Counts_Unique	Counts_Multimappers_All	Counts_Multimappers_Scaled	Counts_Multimappers_BestMapping	Multimaped Reads %	Control:Counts_Unique	Control:Counts_Multimappers_All	Control:Counts_Multimappers_Scaled	Control:Counts_Multimappers_BestMapping	Same Strand: Host_gene_name	Same Strand: Host_gene_ensembl_id	Same Strand: RNA_type	Same Strand: Repeat_Type	Same Strand: Intron Exon	Same Strand: RNA_type_Classification	Same Strand: ncRNA_Classification	Opposite Strand: Host_gene_name	Opposite Strand: Host_gene_ensembl_id	Opposite Strand: RNA_type	Opposite Strand: Repeat_Type	Opposite Strand: Intron Exon	Opposite Strand: RNA_type_Classification	Opposite Strand: ncRNA_Classification	Both Strand: RNA_type_Classification	MM_number	MM_Alt_Peaktype	MM_Same_Peaktype	MM_biotype	MM_Prec_Alt_Peaktype	MM_Alt_Alignments	iCount_peak
chr12:100501943-100501985	+		9	12	10.5	10	25	1	1	1	1						no Feature		Ttc7b	ENSMUSG00000033530	protein_coding	SINE	intron	Repeat Element		Antisense Feature							0
chr12:100759400-100759455	-		18	37	19.89	20	51.3513513513513	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr12:101080814-101080848	-		43	43	43	43	0	1	1	1	1	Ppp4r3a	ENSMUSG00000041846	protein_coding		intron	protein_coding: Intron					SINE		Repeat Element		Antisense Feature							1
chr12:10191524-10191586	-		63	66	63.64	64	4.54545454545455	2	2	2	2						no Feature		Gm48791	ENSMUSG00000111925	lncRNA	LINE		Repeat Element		Antisense Feature							1
chr12:102769740-102769776	-		5	5	5	5	0	0	0	0	0						no Feature		Ubr7	ENSMUSG00000041712	protein_coding	Simple_repeat	intron	Repeat Element		Antisense Feature							0
chr12:10303819-10303852	-		10	12	10.07	10	16.6666666666667	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr12:104690102-104690156	+		13	20	14	14	35	0	0	0	0				Simple_repeat		Repeat Element		Dicer1	ENSMUSG00000041415	protein_coding		exon	protein_coding: exon		Repeat Element							0
chr12:105321791-105321841	-		5	17	8.09	8	70.5882352941177	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr12:105345568-105345614	+		5	15	6.17	6	66.6666666666667	0	0	0	0	Tunar	ENSMUSG00000097929	protein_coding	Satellite	intron	Repeat Element							no Feature		Repeat Element							0
chr12:105760441-105760499	-		18	21	19	19	14.2857142857143	0	0	0	0						no Feature		Ak7	ENSMUSG00000041323	protein_coding	Simple_repeat	intron	Repeat Element		Antisense Feature							0
chr12:105835764-105835801	+		52	52	52	52	0	2	2	2	2	Papola	ENSMUSG00000021111	protein_coding		intron	protein_coding: Intron							no Feature		protein_coding: Intron							1
chr12:106566799-106566845	+		19	26	21.46	24	26.9230769230769	0	0	0	0	Gm17033	ENSMUSG00000091583	lncRNA	Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr12:106673477-106673528	-		5	6	5.5	5	16.6666666666667	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr12:106936898-106936948	+		6	8	6.83	6	25	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr12:108799261-108799283	+		8	8	8	8	0	1	1	1	1	Yy1	ENSMUSG00000021264	protein_coding		intron	protein_coding: Intron					SINE		Repeat Element		Antisense Feature							0
chr12:109123544-109123608	+		6	9	6.62	6	33.3333333333333	0	0	0	0				SINE,Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr12:109699364-109699427	-		14	14	14	14	0	0	0	0	0						no Feature		B830012L14Rik	ENSMUSG00000098202	lncRNA	Simple_repeat		Repeat Element		Antisense Feature							0
chr12:110321810-110321841	+		6	8	6.06	6	25	0	1	0.03	0						no Feature					LTR		Repeat Element		Antisense Feature							0
chr12:110407322-110407373	-		50	50	50	50	0	2	2	2	2						no Feature							no Feature		no Feature							1
chr12:110414521-110414558	-		56	56	56	56	0	2	2	2	2						no Feature					LINE		Repeat Element		Antisense Feature							1
chr12:111251317-111251370	+		45	46	45.5	45	2.17391304347826	2	2	2	2	Traf3	ENSMUSG00000021277	protein_coding		intron	protein_coding: Intron							no Feature		protein_coding: Intron							1
chr12:112823280-112823329	-		49	49	49	49	0	1	1	1	1	Cdca4	ENSMUSG00000047832	protein_coding	LTR	intron	Repeat Element							no Feature		Repeat Element							1
chr12:113077312-113077367	+		5	5	5	5	0	0	0	0	0	Tex22	ENSMUSG00000012211	protein_coding	SINE,Simple_repeat	intron	Repeat Element							no Feature		Repeat Element							0
chr12:113121699-113121749	+		14	17	15.25	15	17.6470588235294	0	0	0	0	Mta1	ENSMUSG00000021144	protein_coding	Simple_repeat	intron	Repeat Element							no Feature		Repeat Element							0
chr12:113123670-113123728	+		66	67	66.5	66	1.49253731343284	4	4	4	4	Mta1	ENSMUSG00000021144	protein_coding		intron	protein_coding: Intron					SINE		Repeat Element		Antisense Feature							1
chr12:11314000-11314023	+		22	22	22	22	0	1	1	1	1	Smc6	ENSMUSG00000020608	protein_coding		intron	protein_coding: Intron							no Feature		protein_coding: Intron							1
chr12:114680050-114680088	+		7	38	11.25	10	81.5789473684211	0	2	0.23	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr12:11595576-11595602	+		5	5	5	5	0	0	0	0	0				LINE		Repeat Element							no Feature		Repeat Element							0
chr12:117588312-117588374	+		63	63	63	63	0	1	1	1	1	Rapgef5	ENSMUSG00000041992	protein_coding	LTR,Low_complexity	intron	Repeat Element							no Feature		Repeat Element							0
chr12:117816675-117816706	-		5	5	5	5	0	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr12:118690028-118690077	-		5	5	5	5	0	0	0	0	0						no Feature					LINE,Simple_repeat		Repeat Element		Antisense Feature							0
chr12:118691428-118691480	+		13	48	13.17	13	72.9166666666667	0	0	0	0				LTR,Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr12:118914820-118914860	+		6	8	7	8	25	0	0	0	0				Simple_repeat		Repeat Element		Abcb5	ENSMUSG00000072791	protein_coding		intron	protein_coding: Intron		Repeat Element							0
chr12:119325165-119325243	-		9	138	12.17	12	93.4782608695652	0	6	0.09	0	4.5SRNA		scRNA			ncRNA	scRNA	Macc1	ENSMUSG00000041886	protein_coding		intron	protein_coding: Intron	scRNA	ncRNA	521	37	484	scRNA, Repeat Element	7.10172744721689	chr1:103844668-103844707_scRNA, chr1:131642505-131642570_scRNA, chr13:64559793-64559859_scRNA, chr14:115997637-115997693_scRNA, chr15:49463960-49464000_scRNA, chr16:27336696-27336762_scRNA, chr16:52058453-52058515_scRNA, chr16:66489899-66489945_scRNA, chr17:12694216-12694258_scRNA, chr17:47060596-47060659_scRNA, chr17:6792729-6792761_scRNA, chr2:113672923-113672981_scRNA, chr2:116630192-116630243_Repeat Element, chr3:103591469-103591532_scRNA, chr4:132281343-132281399_scRNA, chr4:35312152-35312215_scRNA, chr4:83329303-83329366_scRNA, chr7:126228197-126228229_scRNA, chr7:34283300-34283364_Repeat Element, chr9:110241789-110241853_scRNA	0
chr12:119571784-119571833	+		66	71	67.7	68	7.04225352112676	4	4	4	4				LTR		Repeat Element							no Feature		Repeat Element							1
chr12:12375680-12375739	+		20	20	20	20	0	1	1	1	1	Fam49a	ENSMUSG00000020589	protein_coding		exon	protein_coding: exon		4921511I17Rik	ENSMUSG00000114136	lncRNA			lncRNA		protein_coding: exon							0
chr12:12566113-12566170	+		7	8	7.07	7	12.5	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr12:12948746-12948801	+		7	7	7	7	0	0	0	0	0				Simple_repeat		Repeat Element					SINE		Repeat Element		Repeat Element							0
chr12:13049059-13049120	-		5	18	5.68	6	72.2222222222222	0	0	0	0	Gm48209	ENSMUSG00000113928	lncRNA			lncRNA					Simple_repeat		Repeat Element		Antisense Feature							0
chr12:13980800-13980859	+		21	23	21.16	21	8.69565217391304	0	0	0	0				Simple_repeat,Low_complexity		Repeat Element							no Feature		Repeat Element							0
chr12:14476587-14476640	-		5	13	6.5	7	61.5384615384615	0	0	0	0						no Feature					LINE,Simple_repeat		Repeat Element		Antisense Feature							0
chr12:14544137-14544183	-		10	12	10.7	11	16.6666666666667	1	1	1	1				LINE		Repeat Element							no Feature		Repeat Element							0
chr12:15407098-15407169	+		5	6	5.33	5	16.6666666666667	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr12:15410154-15410221	-		18	22	18.52	18	18.1818181818182	0	0	0	0				LINE		Repeat Element					Simple_repeat		Repeat Element		Repeat Element							0
chr12:15411556-15411617	+		15	41	16.01	18	63.4146341463415	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr12:15575597-15575652	-		6	7	6.03	6	14.2857142857143	0	0	0	0				LTR		Repeat Element					Simple_repeat		Repeat Element		Repeat Element							0
chr12:15683689-15683742	+		7	20	7.05	7	65	0	0	0	0	Gm4804	ENSMUSG00000098158	pseudogene	Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr12:16938438-16938478	-		5	6	5	5	16.6666666666667	0	0	0	0						no Feature		Rock2	ENSMUSG00000020580	protein_coding	Simple_repeat	intron	Repeat Element		Antisense Feature							0
chr12:17892976-17893019	+		9	14	9.34	9	35.7142857142857	1	1	1	1						no Feature					LINE		Repeat Element		Antisense Feature							0
chr12:19594046-19594092	+		48	54	48.83	48	11.1111111111111	2	2	2	2						no Feature					SINE		Repeat Element		Antisense Feature							1
chr12:21295652-21295696	+		32	32	32	32	0	1	1	1	1	Cpsf3	ENSMUSG00000054309	protein_coding		intron	protein_coding: Intron							no Feature		protein_coding: Intron							1
chr12:24676902-24676946	-		8	18	11.49	12	55.5555555555556	0	1	0.5	0	Cys1	ENSMUSG00000062563	protein_coding		intron	protein_coding: Intron					Simple_repeat		Repeat Element		Antisense Feature							0
chr12:26989933-26989985	+		9	14	10.03	11	35.7142857142857	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr12:27897078-27897121	-		13	13	13	13	0	0	0	0	0				LINE		Repeat Element					Low_complexity		Repeat Element		Repeat Element							0
chr12:28374287-28374348	+		7	10	8.33	8	30	0	0	0	0				Simple_repeat,Low_complexity		Repeat Element							no Feature		Repeat Element							0
chr12:31211889-31211956	+		10	41	21.49	24	75.609756097561	0	0	0	0	Gm48112	ENSMUSG00000112310	pseudogene	Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr12:31270193-31270242	+		7	8	7.2	7	12.5	0	0	0	0	Lamb1	ENSMUSG00000002900	protein_coding	Simple_repeat	intron	Repeat Element					SINE		Repeat Element		Repeat Element							0
chr12:31698286-31698338	+		55	55	55	55	0	1	1	1	1	Cog5	ENSMUSG00000035933	protein_coding		intron	protein_coding: Intron					LINE		Repeat Element		Antisense Feature							0
chr12:33223696-33223792	-		10	13	10.07	10	23.0769230769231	0	0	0	0	Atxn7l1os1	ENSMUSG00000079143	lncRNA	Satellite		Repeat Element		Atxn7l1	ENSMUSG00000020564	protein_coding		intron	protein_coding: Intron		Repeat Element							0
chr12:34044633-34044681	-		5	15	5.54	5	66.6666666666667	0	0	0	0				LINE		Repeat Element					Simple_repeat		Repeat Element		Repeat Element							0
chr12:3442013-3442051	+		70	70	70	70	0	2	2	2	2	Asxl2	ENSMUSG00000037486	protein_coding		intron	protein_coding: Intron							no Feature		protein_coding: Intron							1
chr12:3493964-3494030	+		65	66	65.5	65	1.51515151515152	3	3	3	3	Asxl2	ENSMUSG00000037486	protein_coding	SINE	intron	Repeat Element							no Feature		Repeat Element							1
chr12:35925139-35925207	+		6	10	6.01	6	40	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr12:36049430-36049478	+		61	65	63	62	6.15384615384615	2	2	2	2				Simple_repeat		Repeat Element							no Feature		Repeat Element							1
chr12:36537951-36538009	+		48	51	49.5	49	5.88235294117647	2	2	2	2	Crppa	ENSMUSG00000043153	protein_coding		intron	protein_coding: Intron					LTR		Repeat Element		Antisense Feature							0
chr12:36652248-36652299	+		5	16	6.02	5	68.75	0	0	0	0	Crppa	ENSMUSG00000043153	protein_coding	Low_complexity	intron	Repeat Element							no Feature		Repeat Element							0
chr12:36816249-36816338	+		6	7	6.5	7	14.2857142857143	0	0	0	0	Mir5099	ENSMUSG00000092998	miRNA	DNA		ncRNA	miRNA						no Feature	miRNA	ncRNA							0
chr12:3689393-3689435	-		12	17	14	15	29.4117647058824	0	0	0	0				SINE		Repeat Element		Dtnb	ENSMUSG00000071454	protein_coding	Simple_repeat	intron	Repeat Element		Repeat Element							0
chr12:36974793-36974830	-		6	9	6.65	7	33.3333333333333	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr12:3699727-3699764	+		6	6	6	6	0	0	0	0	0	Dtnb	ENSMUSG00000071454	protein_coding	SINE,Low_complexity	intron	Repeat Element							no Feature		Repeat Element							0
chr12:37785140-37785193	+		18	22	19.33	20	18.1818181818182	0	0	0	0				Satellite		Repeat Element							no Feature		Repeat Element							0
chr12:39007355-39007386	+		10	11	10.17	10	9.09090909090909	0	1	0.12	0						no Feature					LTR		Repeat Element		Antisense Feature							0
chr12:41250716-41250824	+		11	13	11.5	11	15.3846153846154	0	0	0	0	Immp2l	ENSMUSG00000056899	protein_coding	Simple_repeat	intron	Repeat Element							no Feature		Repeat Element							0
chr12:41764321-41764376	-		16	27	17.03	18	40.7407407407407	0	0	0	0						no Feature		Immp2l	ENSMUSG00000056899	protein_coding	Simple_repeat	intron	Repeat Element		Antisense Feature							0
chr12:42109923-42109970	+		7	18	8.83	10	61.1111111111111	0	0	0	0	Gm47013	ENSMUSG00000113989	lncRNA	LTR		Repeat Element							no Feature		Repeat Element							0
chr12:44271570-44271629	-		5	12	7.19	9	58.3333333333333	0	0	0	0				SINE		Repeat Element		Pnpla8	ENSMUSG00000036257	protein_coding	Simple_repeat	intron	Repeat Element		Repeat Element							0
chr12:44297164-44297205	+		62	88	75	71	29.5454545454545	2	2	2	2	Pnpla8	ENSMUSG00000036257	protein_coding		intron	protein_coding: Intron					SINE		Repeat Element		Antisense Feature							1
chr12:44401112-44401173	-		16	20	17.5	17	20	0	0	0	0						no Feature		Nrcam	ENSMUSG00000020598	protein_coding	Simple_repeat,Low_complexity	intron	Repeat Element		Antisense Feature							0
chr12:44602185-44602219	-		5	6	5.5	5	16.6666666666667	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr12:44905449-44905514	+		7	11	7	7	36.3636363636364	0	0	0	0				Simple_repeat,Low_complexity		Repeat Element		Stxbp6	ENSMUSG00000046314	protein_coding		intron	protein_coding: Intron		Repeat Element							0
chr12:44919219-44919267	-		6	13	6	6	53.8461538461538	0	0	0	0	Stxbp6	ENSMUSG00000046314	protein_coding		intron	protein_coding: Intron					Simple_repeat		Repeat Element		Antisense Feature							0
chr12:45334437-45334482	+		10	16	12.25	13	37.5	0	0	0	0				Simple_repeat		Repeat Element					LTR		Repeat Element		Repeat Element							1
chr12:45940661-45940714	-		5	5	5	5	0	0	0	0	0						no Feature					LINE		Repeat Element		Antisense Feature							0
chr12:4691102-4691158	+		56	56	56	56	0	1	1	1	1	Itsn2	ENSMUSG00000020640	protein_coding		intron	protein_coding: Intron					LTR		Repeat Element		Antisense Feature							1
chr12:47286443-47286497	-		6	8	7	7	25	0	0	0	0				SINE		Repeat Element					LINE		Repeat Element		Repeat Element							0
chr12:47578923-47578972	+		5	6	5.01	5	16.6666666666667	0	0	0	0				Simple_repeat		Repeat Element					LINE		Repeat Element		Repeat Element							0
chr12:47927053-47927102	-		5	9	5	5	44.4444444444444	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr12:48296500-48296549	-		6	39	8.51	7	84.6153846153846	0	1	0.08	0						no Feature					LINE		Repeat Element		Antisense Feature							0
chr12:48808492-48808531	-		54	57	55.02	56	5.26315789473684	1	1	1	1						no Feature					SINE		Repeat Element		Antisense Feature							0
chr12:4883410-4883444	-		26	26	26	26	0	1	1	1	1	Ubxn2a	ENSMUSG00000020634	protein_coding		intron	protein_coding: Intron					SINE		Repeat Element		Antisense Feature							1
chr12:4896367-4896408	+		6	9	6.61	6	33.3333333333333	0	0	0	0				Simple_repeat		Repeat Element		Ubxn2a	ENSMUSG00000020634	protein_coding		intron	protein_coding: Intron		Repeat Element							0
chr12:49009934-49009987	+		6	13	6.56	7	53.8461538461538	0	0	0	0	Gm26454	ENSMUSG00000064616	snRNA			ncRNA	snRNA						no Feature	snRNA	ncRNA	15	0	15	snRNA	0	chr1:4529040-4529121_snRNA, chr1:96617122-96617191_snRNA, chr11:87444476-87444557_snRNA, chr19:33954258-33954339_snRNA, chr3:123743299-123743380_snRNA, chr5:72418715-72418796_snRNA, chr6:74451799-74451881_snRNA, chr8:105172547-105172600_snRNA	0
chr12:49594192-49594247	+		6	24	6.15	6	75	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr12:49822045-49822091	+		6	6	6	6	0	0	0	0	0				SINE		Repeat Element							no Feature		Repeat Element							0
chr12:51374529-51374569	+		23	23	23	23	0	2	2	2	2	G2e3	ENSMUSG00000035293	protein_coding	SINE	exon	protein_coding: exon							no Feature		protein_coding: exon							0
chr12:52079718-52079768	-		6	7	6.33	6	14.2857142857143	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr12:52178692-52178713	+		5	5	5	5	0	0	0	0	0	Nubpl	ENSMUSG00000035142	protein_coding		intron	protein_coding: Intron					LINE		Repeat Element		Antisense Feature							0
chr12:52226441-52226495	+		5	16	6	7	68.75	0	0	0	0	Nubpl	ENSMUSG00000035142	protein_coding	LTR	intron	Repeat Element							no Feature		Repeat Element							0
chr12:52372397-52372451	-		11	28	12.09	13	60.7142857142857	0	1	0	0						no Feature					LTR,Simple_repeat		Repeat Element		Antisense Feature							0
chr12:52524218-52524274	-		14	16	14.64	15	12.5	0	0	0	0	Gm35188	ENSMUSG00000112437	lncRNA			lncRNA		Arhgap5	ENSMUSG00000035133	protein_coding	SINE	intron	Repeat Element		Antisense Feature							1
chr12:52637915-52637974	+		8	9	8.04	8	11.1111111111111	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr12:54437085-54437151	+		54	67	57.34	57	19.4029850746269	0	0	0	0				LTR		Repeat Element							no Feature		Repeat Element							0
chr12:54575286-54575347	-		13	31	19.92	19	58.0645161290323	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr12:5463099-5463147	-		19	22	20	20	13.6363636363636	0	0	0	0						no Feature					Low_complexity		Repeat Element		Antisense Feature							0
chr12:54791299-54791365	-		7	12	7.7	9	41.6666666666667	0	1	0.25	0	Snx6	ENSMUSG00000005656	protein_coding	LTR	intron	Repeat Element							no Feature		Repeat Element							0
chr12:57699299-57699342	-		12	14	13	13	14.2857142857143	0	0	0	0				LINE		Repeat Element		Ttc6	ENSMUSG00000046782	protein_coding	Simple_repeat	intron	Repeat Element		Repeat Element							0
chr12:58801835-58801884	-		12	15	13.25	14	20	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr12:58971694-58971728	+		6	7	6.2	6	14.2857142857143	0	0	0	0				SINE		Repeat Element		Sec23a	ENSMUSG00000020986	protein_coding		intron	protein_coding: Intron		Repeat Element							0
chr12:59263050-59263089	-		5	20	12.5	13	75	0	0	0	0	tRNA-Gln-CAA_		tRNA			ncRNA	tRNA						no Feature	tRNA	ncRNA							0
chr12:60024247-60024287	+		7	10	7.06	7	30	0	0	0	0				LINE		Repeat Element							no Feature		Repeat Element							0
chr12:60095768-60095827	-		8	16	8.75	9	50	0	1	0.06	0						no Feature					LINE,Simple_repeat		Repeat Element		Antisense Feature							0
chr12:60849802-60849839	-		5	11	5.17	5	54.5454545454545	0	0	0	0						no Feature					LINE		Repeat Element		Antisense Feature							0
chr12:6202714-6202750	-		7	7	7	7	0	0	0	0	0				LINE		Repeat Element							no Feature		Repeat Element							0
chr12:63442291-63442344	+		5	8	6	5	37.5	0	0	0	0				LINE		Repeat Element							no Feature		Repeat Element							0
chr12:64095838-64095896	+		5	20	5.04	5	75	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr12:64732986-64733044	+		5	8	6.33	8	37.5	0	0	0	0				LINE,Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr12:64973198-64973242	+		47	47	47	47	0	2	2	2	2	Togaram1	ENSMUSG00000035614	protein_coding		intron	protein_coding: Intron					LINE		Repeat Element		Antisense Feature							0
chr12:65144618-65144661	-		48	48	48	48	0	2	2	2	2	Mis18bp1	ENSMUSG00000047534	protein_coding		intron	protein_coding: Intron							no Feature		protein_coding: Intron							1
chr12:65392700-65392754	+		8	44	8.52	9	81.8181818181818	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr12:65765560-65765616	-		5	7	5.83	6	28.5714285714286	0	0	0	0						no Feature					LINE		Repeat Element		Antisense Feature							0
chr12:66292794-66292830	-		5	6	5.07	5	16.6666666666667	0	0	0	0				LTR		Repeat Element					Simple_repeat		Repeat Element		Repeat Element							0
chr12:66560168-66560224	+		9	42	9.52	10	78.5714285714286	0	0	0	0				Simple_repeat		Repeat Element		Mdga2	ENSMUSG00000034912	protein_coding	Other	intron	Repeat Element		Repeat Element							0
chr12:67674699-67674735	+		6	7	6.5	7	14.2857142857143	0	0	0	0				Low_complexity		Repeat Element					LINE		Repeat Element		Repeat Element							0
chr12:68191594-68191652	-		6	12	8.14	8	50	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr12:68349985-68350039	-		6	8	6.5	7	25	0	0	0	0	Gm47456	ENSMUSG00000113867	lncRNA			lncRNA					Simple_repeat		Repeat Element		Antisense Feature							0
chr12:68605024-68605084	+		6	6	6	6	0	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr12:69179356-69179421	-		41	79	42.09	43	48.1012658227848	1	3	1	1						no Feature					SINE,Simple_repeat		Repeat Element		Antisense Feature							0
chr12:69227004-69227043	+		27	27	27	27	0	1	1	1	1						no Feature		Pole2	ENSMUSG00000020974	protein_coding	SINE	intron	Repeat Element		Antisense Feature							0
chr12:69325296-69325356	-		58	58	58	58	0	1	1	1	1	Nemf	ENSMUSG00000020982	protein_coding		intron	protein_coding: Intron							no Feature		protein_coding: Intron							1
chr12:69372320-69372375	+		76	77	76.5	76	1.2987012987013	3	3	3	3	Arf6	ENSMUSG00000044147	protein_coding		intron,exon	protein_coding: Intron		Gm9887	ENSMUSG00000052673	lncRNA			lncRNA		Antisense Feature							1
chr12:69746617-69746654	-		5	8	5.94	8	37.5	0	0	0	0				SINE		Repeat Element					Low_complexity		Repeat Element		Repeat Element							0
chr12:69783573-69783617	-		5	6	5	5	16.6666666666667	0	0	0	0	Cdkl1	ENSMUSG00000020990	protein_coding		intron	protein_coding: Intron					Simple_repeat		Repeat Element		Antisense Feature							0
chr12:70418362-70418408	+		5	8	5.86	5	37.5	0	0	0	0				Other		Repeat Element							no Feature		Repeat Element							0
chr12:70787927-70787982	+		8	15	9.58	10	46.6666666666667	0	0	0	0				Simple_repeat		Repeat Element		Gm40437	ENSMUSG00000113900	lncRNA	SINE		Repeat Element		Repeat Element							0
chr12:70969119-70969176	-		5	96	50.17	63	94.7916666666667	0	3	1.17	1	tRNA-Lys-AAG		tRNA			ncRNA	tRNA						no Feature	tRNA	ncRNA	59	0	59	tRNA	0	chr9:90126509-90126565_tRNA	0
chr12:71259395-71259446	-		7	7	7	7	0	1	1	1	1						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr12:71866814-71866861	+		5	13	5	5	61.5384615384615	0	0	0	0	Daam1	ENSMUSG00000034574	protein_coding	Simple_repeat	intron	Repeat Element							no Feature		Repeat Element							0
chr12:72449031-72449082	-		9	9	9	9	0	0	0	0	0						no Feature		Lrrc9	ENSMUSG00000021090	protein_coding	Simple_repeat	intron	Repeat Element		Antisense Feature							0
chr12:72938871-72938930	+		7	9	7.62	7	22.2222222222222	0	0	0	0				Simple_repeat		Repeat Element		4930447C04Rik	ENSMUSG00000021098	protein_coding		intron	protein_coding: Intron		Repeat Element							0
chr12:72952177-72952224	+		15	21	16.89	17	28.5714285714286	0	0	0	0	Gm26709	ENSMUSG00000097010	lncRNA	SINE,Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr12:7399061-7399109	-		5	5	5	5	0	1	1	1	1						no Feature					LINE		Repeat Element		Antisense Feature							0
chr12:74149887-74149935	-		5	18	6.17	6	72.2222222222222	0	1	0.25	1						no Feature		Syt16	ENSMUSG00000044912	protein_coding	LINE,Simple_repeat	intron	Repeat Element		Antisense Feature							1
chr12:74580554-74580615	+		6	10	6.58	6	40	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr12:75147025-75147084	-		10	23	12.91	13	56.5217391304348	0	0	0	0	Kcnh5	ENSMUSG00000034402	protein_coding		intron	protein_coding: Intron					Simple_repeat		Repeat Element		Antisense Feature							0
chr12:75631316-75631357	-		54	55	54.5	54	1.81818181818182	4	4	4	4	AC124742.1,Wdr89	ENSMUSG00000045690,ENSMUSG00000118552	protein_coding		exon	protein_coding: exon							no Feature		protein_coding: exon							1
chr12:75637423-75637477	-		50	50	50	50	0	1	1	1	1	Wdr89	ENSMUSG00000045690	protein_coding		intron	protein_coding: Intron					Simple_repeat		Repeat Element		Antisense Feature							1
chr12:75761190-75761248	-		11	20	14.5	17	45	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr12:76959067-76959135	-		23	27	24.83	23	14.8148148148148	0	0	0	0	Max	ENSMUSG00000059436	protein_coding		intron	protein_coding: Intron					Simple_repeat		Repeat Element		Antisense Feature							0
chr12:76961136-76961179	-		48	48	48	48	0	2	2	2	2	Max	ENSMUSG00000059436	protein_coding		intron	protein_coding: Intron							no Feature		protein_coding: Intron							1
chr12:77083077-77083133	+		5	11	5.51	5	54.5454545454545	0	0	0	0				LTR		Repeat Element							no Feature		Repeat Element							0
chr12:77231550-77231616	-		6	10	6.34	6	40	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr12:77685967-77686006	-		8	9	8	8	11.1111111111111	1	1	1	1						no Feature		4930458K08Rik	ENSMUSG00000111903	lncRNA	Simple_repeat,Other		Repeat Element		Antisense Feature							0
chr12:78350927-78351174	+		80	682	237.12	246	88.2697947214076	2	21	6.56	6	Gphn,LSU-rRNA_Hsa	ENSMUSG00000047454	protein_coding,rRNA		intron	ncRNA	rRNA						no Feature	rRNA	ncRNA	485	3	482	rRNA, Repeat Element	0.618556701030928	chr11:17221282-17221493_rRNA, chr11:96081086-96081235_rRNA, chr16:17222352-17222524_rRNA, chr19:40119708-40119871_Repeat Element, chr7:110059655-110059811_rRNA, chr7:130834351-130834654_rRNA, chr9:123461791-123461963_rRNA, chr9:123462027-123462192_rRNA, chrX:73026612-73026690_rRNA	1
chr12:78521482-78521533	-		8	23	11.46	10	65.2173913043478	0	0	0	0						no Feature		Gphn	ENSMUSG00000047454	protein_coding	Simple_repeat	intron	Repeat Element		Antisense Feature							0
chr12:79369972-79370027	+		50	50	50	50	0	1	1	1	1	Rad51b	ENSMUSG00000059060	protein_coding		intron	protein_coding: Intron					LINE		Repeat Element		Antisense Feature							1
chr12:79427320-79427371	+		45	46	45.5	45	2.17391304347826	2	2	2	2	Rad51b	ENSMUSG00000059060	protein_coding		intron	protein_coding: Intron							no Feature		protein_coding: Intron							1
