	CLIP_ID	Transcript	Closest LISI_Dist SameStrand	Upstream LISI_Dist SameStrand	Downstream LISI_Dist SameStrand	Closest repClass SameStrand	Closest repName SameStrand	Closest LISI_Dist OppositeStrand	Upstream LISI_Dist OppositeStrand	Downstream LISI_Dist OppositeStrand	Closest repClass OppositeStrand	Closest repName OppositeStrand	Closest LISI_Dist BothStrand	Upstream LISI_Dist BothStrand	Downstream LISI_Dist BothStrand	Closest repClass BothStrand	Closest repName BothStrand
172	chr12:36537951-36538009	ENSMUST00000062041	153	-347	153	LINE	L1_Mur3	-1079	-1079	10547	SINE	B3	153	-347	153	LINE	L1_Mur3
173	chr12:44297164-44297205	ENSMUST00000043082	-1385	-1385	7511	LINE	L1Md_F2	0	0	0	SINE	B3A	0	0	0	SINE	B3A
174	chr12:4691102-4691158	ENSMUST00000062580	-656	-656	2656	SINE	B4A	827	-861	827	SINE	PB1D10	-656	-656	827	SINE	B4A
175	chr12:4883410-4883444	ENSMUST00000020962	1094	-3058	1094	SINE	ID_B1	16	-125	16	SINE	B2_Mm2	16	-125	16	SINE	B2_Mm2
176	chr12:52178692-52178713	ENSMUST00000040090	-471	-471	2152	LINE	L1_Mur2	0	0	0	SINE	B4A	0	0	0	LINE	L1MA8
177	chr12:52226441-52226495	ENSMUST00000040090	76	-415	76	LINE	Lx8	333	-3138	333	LINE	Lx5c	76	-415	76	LINE	Lx8
178	chr12:54791299-54791365	ENSMUST00000005798	-495	-495	3593	SINE	RSINE1	-25	-25	582	SINE	RSINE1	-25	-25	582	SINE	RSINE1
179	chr12:64973198-64973242	ENSMUST00000066296	-1490	-1490	1776	SINE	ID_B1	0	0	0	LINE	L1MC1	0	0	0	SINE	B3
180	chr12:65144618-65144661	ENSMUST00000052201	-1758	-1758	3276	SINE	B1_Mus1	242	-1293	242	SINE	PB1D10	242	-1293	242	SINE	PB1D10
181	chr12:69325296-69325356	ENSMUST00000021368	207	-221	207	SINE	ID_B1	-1118	-1118	1203	SINE	B1F1	207	-221	207	SINE	ID_B1
182	chr12:76961136-76961179	ENSMUST00000082136	1472	NA	1472	SINE	PB1D11	1056	NA	1056	SINE	ID4	1056	NA	1056	SINE	ID4
183	chr12:79369972-79370027	ENSMUST00000171210	228	-1541	228	SINE	PB1	41	-2310	41	LINE	L2a	41	-1541	41	LINE	L2a
184	chr12:79427320-79427371	ENSMUST00000171210	666	-965	666	SINE	B1_Mur1	278	-5178	278	SINE	B3A	278	-965	278	SINE	B3A
185	chr12:79485342-79485376	ENSMUST00000171210	-332	-332	920	SINE	B3	0	0	0	SINE	B1_Mm	0	0	0	SINE	MIR
186	chr12:79511448-79511482	ENSMUST00000171210	1987	-4402	1987	SINE	MIRb	-1048	-1048	3198	SINE	B4A	-1048	-1048	1987	SINE	B4A
187	chr12:83534053-83534094	ENSMUST00000021645	-2096	-2096	2746	SINE	MIR3	-508	-508	591	SINE	PB1D7	-508	-508	591	SINE	PB1D7
188	chr12:83669764-83669825	ENSMUST00000048155	133	-3674	133	SINE	B1_Mm	-84	-84	796	SINE	B3	-84	-84	133	SINE	B3
189	chr12:83787100-83787131	ENSMUST00000021646	-1819	-1819	2510	SINE	B2_Mm2	0	0	0	SINE	PB1	0	0	0	SINE	PB1
190	chr12:83812111-83812155	ENSMUST00000117217	0	0	0	SINE	B1_Mus1	1479	-1942	1479	LINE	L1MC4	0	0	0	SINE	PB1D10
191	chr12:83967892-83967932	ENSMUST00000164935	0	0	0	SINE	PB1D7	-397	-397	8608	SINE	B2_Mm2	0	0	0	SINE	PB1D10
192	chr12:84404331-84404450	ENSMUST00000110272	0	0	0	SINE	ID4_	91	-513	91	SINE	B2_Mm1t	0	0	0	SINE	B1_Mur4
193	chr12:85921324-85921358	ENSMUST00000040179	1862	-4622	1862	SINE	RSINE1	-1478	-1478	3632	LINE	L2a	-1478	-1478	1862	LINE	L2a
194	chr12:98894930-98894971	ENSMUST00000065716	0	0	0	SINE	ID_B1	-340	-340	1761	LINE	L2a	0	0	0	SINE	ID_B1
195	chr12:99971238-99971269	ENSMUST00000177549	4591	NA	4591	LINE	L2	768	NA	768	SINE	B1F1	768	NA	768	SINE	B1F1
196	chr13:100009730-100009779	ENSMUST00000022148	1833	-3129	1833	LINE	Lx8b	47	-105	47	SINE	B1F1	47	-105	47	SINE	B1F1
197	chr13:101721495-101721536	ENSMUST00000055518	3792	-9090	3792	SINE	MIRc	970	-3636	970	LINE	Lx	970	-3636	970	LINE	Lx
198	chr13:102920850-102920891	ENSMUST00000167058	0	0	0	SINE	ID4	-176	-176	542	SINE	B1_Mur2	0	0	0	SINE	B3
199	chr13:104029784-104029840	ENSMUST00000109315	-1500	-1500	1907	SINE	B4A	4	-124	4	SINE	PB1D10	4	-124	4	SINE	PB1D10
200	chr13:105031640-105031682	ENSMUST00000063551	-13	-13	7590	SINE	B4	-342	-342	1372	SINE	B3	-13	-13	1372	SINE	B4
201	chr13:106874503-106874548	ENSMUST00000080856	-664	-664	2689	SINE	PB1D10	-1	-1	9	SINE	B1_Mus2	-1	-1	9	SINE	B1_Mus2
202	chr13:106874646-106874702	ENSMUST00000080856	-510	-510	2843	SINE	PB1D10	8	-15	8	SINE	B1_Mus2	8	-15	8	SINE	B1_Mus2
203	chr13:109846716-109846755	ENSMUST00000122041	-4534	-4534	12212	SINE	B1_Mur4	13	-1954	13	LINE	L1Md_F3	13	-1954	13	LINE	L1Md_F3
204	chr13:109910397-109910456	ENSMUST00000122041	480	-878	480	LINE	L1MC3	8205	-12570	8205	SINE	B2_Mm2	480	-878	480	LINE	L1MC3
205	chr13:111448645-111448691	ENSMUST00000047627	-1611	-1611	2343	SINE	B1_Mur1	-553	-553	3997	SINE	ID4_	-553	-553	2343	SINE	ID4_
206	chr13:113997025-113997066	ENSMUST00000091201	855	-4162	855	SINE	B4A	-4725	-4725	10011	SINE	B3	855	-4162	855	SINE	B4A
207	chr13:114051628-114051680	ENSMUST00000091201	1908	-2431	1908	SINE	B1_Mur4	-2054	-2054	2920	SINE	B3	1908	-2054	1908	SINE	B1_Mur4
208	chr13:12402044-12402083	ENSMUST00000059270	-1287	-1287	2496	SINE	B1_Mus2	185	-2234	185	SINE	RSINE1	185	-1287	185	SINE	RSINE1
209	chr13:12443146-12443195	ENSMUST00000099820	-1814	-1814	NA	SINE	B3A	0	0	0	SINE	B4A	0	0	0	SINE	B4A
210	chr13:18737663-18737709	ENSMUST00000072961	-7455	-7455	10445	LINE	Lx6	552	-1469	552	LINE	Lx8	552	-1469	552	LINE	Lx8
211	chr13:24753904-24753958	ENSMUST00000110382	-290	-290	716	LINE	L1MC4	0	0	0	SINE	B3A	0	0	0	SINE	B3A
212	chr13:34900642-34900680	ENSMUST00000077853	-2465	-2465	3737	SINE	B1_Mur1	-3045	-3045	NA	SINE	B1_Mus2	-2465	-2465	3737	SINE	B1_Mur1
213	chr13:3581581-3581624	ENSMUST00000096069	348	-708	348	SINE	B4	62	-1431	62	SINE	B1_Mm	62	-708	62	SINE	B1_Mm
214	chr13:38619579-38619614	ENSMUST00000035899	-402	-402	3627	SINE	PB1D10	-955	-955	1980	SINE	B3A	-402	-402	1980	SINE	PB1D10
215	chr13:43244889-43244929	ENSMUST00000055341	1087	-1744	1087	SINE	MIR	-637	-637	2877	SINE	B3	-637	-637	1087	SINE	B3
216	chr13:43460075-43460112	ENSMUST00000144326	-2170	-2170	2587	SINE	B3	409	-718	409	LINE	L1MD3	409	-718	409	LINE	L1MD3
217	chr13:53350354-53350416	ENSMUST00000021920	1165	-7732	1165	SINE	PB1D9	0	0	0	SINE	B1F	0	0	0	SINE	B1_Mus1
218	chr13:54073647-54073687	ENSMUST00000021930	297	NA	297	SINE	B1_Mm	0	0	0	SINE	MIR	0	0	0	SINE	MIR
219	chr13:55468112-55468143	ENSMUST00000046533	190	-191	190	SINE	B1F	-1136	-1136	NA	SINE	B3	190	-191	190	SINE	B1F
220	chr13:56090808-56090855	ENSMUST00000016081	3262	-16742	3262	SINE	MIRb	-5731	-5731	9282	SINE	B1F1	3262	-5731	3262	SINE	MIRb
221	chr13:60651186-60651230	ENSMUST00000077453	521	-2933	521	SINE	B4	-462	-462	2461	SINE	B4A	-462	-462	521	SINE	B4A
222	chr13:74195266-74195304	ENSMUST00000035934	729	-11035	729	SINE	PB1D7	0	0	0	LINE	Lx2	0	0	0	SINE	B1_Mus1
223	chr13:78002198-78002231	ENSMUST00000091459	184	-1074	184	SINE	B3A	334	-7093	334	SINE	B2_Mm2	184	-1074	184	SINE	B3A
224	chr13:78079956-78079996	ENSMUST00000091459	-569	-569	4069	LINE	L1_Mus3	0	0	0	LINE	L1_Mus2	0	0	0	LINE	L1_Mus2
225	chr13:9148897-9148952	ENSMUST00000091829	-2	-2	3625	SINE	PB1D11	542	-839	542	SINE	ID_B1	-2	-2	542	SINE	PB1D11
226	chr13:9388628-9388674	ENSMUST00000174552	2482	-3073	2482	SINE	B1_Mus1	-2901	-2901	4689	SINE	PB1D9	2482	-2901	2482	SINE	B1_Mus1
227	chr13:94441112-94441165	ENSMUST00000022196	992	-2304	992	SINE	PB1D9	165	-979	165	SINE	B3	165	-979	165	SINE	B3
228	chr13:97075673-97075720	ENSMUST00000042517	-1126	-1126	1242	SINE	B2_Mm1a	462	NA	462	SINE	B2_Mm2	462	-1126	462	SINE	B2_Mm2
229	chr14:10116630-10116680	ENSMUST00000161302	-2450	-2450	8787	SINE	B1F	0	0	0	LINE	L1Md_T	0	0	0	SINE	B4A
230	chr14:101666280-101666321	ENSMUST00000002289	5011	-7329	5011	SINE	B1F1	1328	-2828	1328	LINE	L1ME4a	1328	-2828	1328	LINE	L1ME4a
231	chr14:103094534-103094601	ENSMUST00000145693	-2927	-2927	3880	SINE	PB1D9	0	0	0	LINE	L1MB8	0	0	0	LINE	L1MB8
232	chr14:103246731-103246780	ENSMUST00000159855	0	0	0	SINE	B2_Mm2	170	-3875	170	LINE	L1_Mur3	0	0	0	SINE	B2_Mm2
233	chr14:105137760-105137796	ENSMUST00000100327	-830	-830	906	SINE	MIRc	615	-2749	615	SINE	B1_Mus2	615	-830	615	SINE	B1_Mus2
234	chr14:11644878-11644945	ENSMUST00000022264	2626	-5582	2626	SINE	MIR	-52	-52	2983	SINE	B1_Mus1	-52	-52	2626	SINE	B1_Mus1
235	chr14:119353452-119353500	ENSMUST00000065904	-2332	-2332	7512	SINE	ID_B1	0	0	0	LINE	Lx9	0	0	0	LINE	Lx9
236	chr14:12286205-12286249	ENSMUST00000163392	3107	NA	3107	SINE	B3	-59	-59	4137	SINE	B3A	-59	-59	3107	SINE	B3A
237	chr14:20149168-20149202	ENSMUST00000024011	-962	-962	2016	SINE	MIR	2263	-3128	2263	SINE	B1_Mus1	-962	-962	2016	SINE	MIR
238	chr14:20469481-20469504	ENSMUST00000065504	457	-898	457	SINE	B3A	-60	-60	987	SINE	B1F	-60	-60	457	SINE	B1F
239	chr14:20737941-20738001	ENSMUST00000100837	-2724	-2724	NA	SINE	MIRb	-4933	-4933	NA	LINE	L2a	-2724	-2724	NA	SINE	MIRb
240	chr14:21565797-21565833	ENSMUST00000182405	782	-4038	782	SINE	B1_Mus2	-287	-287	473	SINE	B1_Mus2	-287	-287	473	SINE	B1_Mus2
241	chr14:22574720-22574765	ENSMUST00000075639	985	-4529	985	SINE	ID_B1	-3658	-3658	7255	SINE	ID_B1	985	-3658	985	SINE	ID_B1
242	chr14:25858486-25858545	ENSMUST00000022416	569	-1146	569	SINE	B2_Mm2	-380	-380	901	LINE	L1MB4	-380	-380	569	LINE	L1MB4
243	chr14:26476313-26476354	ENSMUST00000102956	-284	-284	841	LINE	L2	-562	-562	3745	SINE	B1_Mus1	-284	-284	841	LINE	L2
244	chr14:31487220-31487279	ENSMUST00000055303	387	-673	387	SINE	MIRb	983	-1304	983	SINE	B3	387	-673	387	SINE	MIRb
245	chr14:32217641-32217674	ENSMUST00000022470	-635	-635	5746	SINE	B4A	335	-961	335	SINE	PB1D7	335	-635	335	SINE	PB1D7
246	chr14:34482370-34482406	ENSMUST00000049005	1326	-2364	1326	SINE	B2_Mm2	-269	-269	2157	SINE	B2_Mm1a	-269	-269	1326	SINE	B2_Mm1a
247	chr14:34691564-34691599	ENSMUST00000048263	0	0	0	SINE	B4	1753	-1920	1753	SINE	B1_Mus1	0	0	0	SINE	RSINE1
248	chr14:34724312-34724349	ENSMUST00000048263	-887	-887	2048	SINE	PB1D10	-125	-125	4211	SINE	B1_Mus1	-125	-125	2048	SINE	B1_Mus1
249	chr14:38612035-38612074	ENSMUST00000166968	-1774	-1774	15907	LINE	Lx7	77	-874	77	LINE	L1_Mur3	77	-874	77	LINE	L1_Mur3
250	chr14:38971585-38971630	ENSMUST00000166968	45	-4834	45	LINE	Lx7	2052	-9446	2052	LINE	L1_Mus3	45	-4834	45	LINE	Lx7
251	chr14:46785882-46785920	ENSMUST00000015903	-272	-272	278	SINE	ID_B1	8694	NA	8694	LINE	Lx8b	-272	-272	278	SINE	ID_B1
252	chr14:49470642-49470679	ENSMUST00000123534	7576	-8031	7576	SINE	MIRb	0	0	0	SINE	B3A	0	0	0	SINE	PB1
253	chr14:57818965-57819004	ENSMUST00000022536	-176	-176	4631	SINE	B1_Mur2	0	0	0	SINE	B1_Mur4	0	0	0	SINE	B2_Mm2
254	chr14:60705870-60705898	ENSMUST00000022566	0	0	0	SINE	B4	-101	-101	178	SINE	MIRb	0	0	0	SINE	MIRb
255	chr14:62706456-62706485	ENSMUST00000053959	2112	-2647	2112	LINE	L1MD	0	0	0	SINE	B1_Mur1	0	0	0	SINE	B1_Mur1
256	chr14:63527691-63527750	ENSMUST00000058679	0	0	0	SINE	ID2	-3390	-3390	NA	LINE	L1M3	0	0	0	SINE	ID2
257	chr14:63623653-63623700	ENSMUST00000119973	3354	-5763	3354	SINE	PB1D11	-943	-943	1069	SINE	B1_Mus1	-943	-943	1069	SINE	B1_Mus1
258	chr14:64401267-64401324	ENSMUST00000067927	-1398	-1398	2094	SINE	B4A	-3742	-3742	6193	LINE	Plat_L3	-1398	-1398	2094	SINE	B4A
259	chr14:65968928-65968970	ENSMUST00000022616	8855	NA	8855	SINE	PB1D10	290	NA	290	SINE	MIR3	290	NA	290	SINE	MIR3
260	chr14:66280644-66280694	ENSMUST00000022622	6305	NA	6305	SINE	MIRc	4592	NA	4592	SINE	PB1D11	4592	NA	4592	SINE	PB1D11
261	chr14:67053725-67053762	ENSMUST00000089230	1786	-2809	1786	SINE	B3	-118	-118	1278	SINE	B1F	-118	-118	1278	SINE	B1F
262	chr14:67704092-67704121	ENSMUST00000150006	3259	-5683	3259	SINE	B1_Mus1	-218	-218	391	SINE	B2_Mm1t	-218	-218	391	SINE	B2_Mm1t
263	chr14:67732938-67732981	ENSMUST00000078053	0	0	0	SINE	B4A	-281	-281	2990	SINE	B1F	0	0	0	SINE	B4A
264	chr14:76491610-76491646	ENSMUST00000110888	-180	-180	3079	SINE	RSINE1	-347	-347	5531	SINE	B1_Mm	-180	-180	3079	SINE	RSINE1
265	chr14:77628389-77628431	ENSMUST00000022589	-5509	-5509	7543	SINE	B1_Mus1	0	0	0	SINE	B4A	0	0	0	LINE	L1_Mur3
266	chr14:77847009-77847060	ENSMUST00000226459	1075	-4705	1075	LINE	L2	602	-2150	602	SINE	PB1D7	602	-2150	602	SINE	PB1D7
267	chr14:79470353-79470401	ENSMUST00000022601	878	-1463	878	SINE	B1_Mm	478	-782	478	SINE	B3	478	-782	478	SINE	B3
268	chr14:8021414-8021448	ENSMUST00000166497	-1109	-1109	3640	SINE	B3	0	0	0	SINE	B3	0	0	0	SINE	B3
269	chr14:86959866-86959900	ENSMUST00000168889	433	-785	433	SINE	B2_Mm2	2118	-2329	2118	SINE	PB1	433	-785	433	SINE	B2_Mm2
270	chr14:99183767-99183806	ENSMUST00000022650	496	-2821	496	LINE	Lx2B	0	0	0	SINE	ID	0	0	0	SINE	B1_Mur2
271	chr15:100632987-100633043	ENSMUST00000172334	556	-2621	556	LINE	L2	-1413	-1413	2224	SINE	RSINE1	556	-1413	556	LINE	L2
272	chr15:102077975-102078013	ENSMUST00000169681	639	-948	639	SINE	B3	0	0	0	LINE	L2c	0	0	0	LINE	L2c
273	chr15:102238693-102238751	ENSMUST00000063339	341	-1626	341	SINE	MIR	151	-3544	151	SINE	B2_Mm2	151	-1626	151	SINE	B2_Mm2
274	chr15:102522136-102522168	NA	NA	NA	NA	NA	NA	-2441	-2441	NA	SINE	MIRc	-2441	-2441	NA	SINE	MIRc
275	chr15:102623612-102623642	ENSMUST00000184616	1051	NA	1051	SINE	ID_B1	0	0	0	LINE	L1M2	0	0	0	SINE	B1_Mur1
276	chr15:12127427-12127461	ENSMUST00000122941	-797	-797	1610	SINE	B1_Mus1	0	0	0	SINE	ID_B1	0	0	0	SINE	B2_Mm2
277	chr15:30489095-30489121	ENSMUST00000081728	-3718	-3718	4454	SINE	ID4_	-1801	-1801	6514	SINE	B4A	-1801	-1801	4454	SINE	B4A
278	chr15:35054478-35054520	ENSMUST00000018476	-812	-812	6308	SINE	B3	248	-1597	248	LINE	Lx3_Mus	248	-812	248	LINE	Lx3_Mus
279	chr15:37285956-37286010	ENSMUST00000022895	0	0	0	SINE	B2_Mm1t	-378	-378	457	SINE	B2_Mm2	0	0	0	SINE	B2_Mm1t
280	chr15:39323996-39324048	ENSMUST00000082054	6015	-7941	6015	LINE	Lx7	0	0	0	SINE	PB1D10	0	0	0	SINE	PB1D10
281	chr15:48111928-48111956	ENSMUST00000100670	-3919	-3919	5573	LINE	Lx	724	-1127	724	SINE	B1_Mur1	724	-1127	724	SINE	B1_Mur1
282	chr15:53201151-53201207	ENSMUST00000077273	3140	-8621	3140	SINE	RSINE1	-282	-282	2179	SINE	ID_B1	-282	-282	2179	SINE	ID_B1
283	chr15:55128595-55128639	ENSMUST00000096433	757	-915	757	SINE	B2_Mm2	-300	-300	639	SINE	ID4	-300	-300	639	SINE	ID4
284	chr15:55226256-55226300	ENSMUST00000096433	0	0	0	SINE	MIR	140	-1329	140	SINE	B1_Mus1	0	0	0	SINE	B3
285	chr15:59455476-59455528	ENSMUST00000079703	-2035	-2035	2394	SINE	ID4_	1024	-3522	1024	SINE	B1_Mus2	1024	-2035	1024	SINE	B1_Mus2
286	chr15:64372224-64372259	ENSMUST00000177374	24	-2843	24	SINE	ID_B1	815	-1993	815	LINE	L2c	24	-1993	24	SINE	ID_B1
287	chr15:77150378-77150439	ENSMUST00000171751	3481	-7119	3481	LINE	Lx9	2524	-4843	2524	SINE	RSINE1	2524	-4843	2524	SINE	RSINE1
288	chr15:77247867-77247922	ENSMUST00000171751	35	-1145	35	SINE	ID	-78	-78	6670	SINE	MamSINE1	35	-78	35	SINE	ID
289	chr15:77253349-77253384	ENSMUST00000171751	761	-6687	761	SINE	PB1D11	-500	-500	2110	SINE	RSINE1	-500	-500	761	SINE	RSINE1
290	chr15:77299934-77299982	ENSMUST00000171751	360	-464	360	SINE	B2_Mm2	655	-839	655	SINE	B4A	360	-464	360	SINE	B2_Mm2
291	chr15:77919033-77919070	ENSMUST00000005487	1443	-3051	1443	SINE	PB1D9	0	0	0	SINE	B2_Mm2	0	0	0	SINE	B2_Mm2
292	chr15:79380529-79380581	ENSMUST00000074991	1058	-1608	1058	SINE	B1_Mus1	-2143	-2143	3130	SINE	RSINE1	1058	-1608	1058	SINE	B1_Mus1
293	chr15:79576884-79576918	ENSMUST00000023065	-2696	-2696	3712	SINE	B1_Mus1	309	-1706	309	SINE	B1_Mm	309	-1706	309	SINE	B1_Mm
294	chr15:8006884-8006935	ENSMUST00000045766	-132	-132	6439	SINE	B1F	7	-391	7	SINE	B2_Mm1t	7	-132	7	SINE	B2_Mm1t
295	chr15:80200313-80200349	ENSMUST00000044970	-2963	-2963	6168	SINE	MIRb	-245	-245	335	SINE	B1_Mus1	-245	-245	335	SINE	B1_Mus1
296	chr15:80251044-80251086	ENSMUST00000023048	-1819	-1819	NA	SINE	RSINE1	-8236	-8236	NA	SINE	B1_Mm	-1819	-1819	NA	SINE	RSINE1
297	chr15:8077247-8077293	ENSMUST00000045766	-364	-364	2495	SINE	PB1D10	11	-1435	11	SINE	B2_Mm2	11	-364	11	SINE	B2_Mm2
298	chr15:82149802-82149850	ENSMUST00000023100	240	NA	240	SINE	ID4	7	-750	7	SINE	B2_Mm1a	7	-750	7	SINE	B2_Mm1a
299	chr15:8295044-8295073	ENSMUST00000052965	0	0	0	LINE	L1Md_F2	-1486	-1486	2221	SINE	B1_Mus1	0	0	0	LINE	L1Md_F2
300	chr15:83452586-83452637	ENSMUST00000171436	3148	-3254	3148	SINE	B1_Mm	-955	-955	1420	SINE	RSINE1	-955	-955	1420	SINE	RSINE1
301	chr15:84935546-84935604	ENSMUST00000165443	-772	-772	1626	SINE	PB1D10	715	-1054	715	SINE	B1_Mm	715	-772	715	SINE	B1_Mm
302	chr15:85094418-85094455	ENSMUST00000023068	0	0	0	SINE	B1_Mus2	40	-313	40	LINE	L1M5	0	0	0	SINE	B1_Mus2
303	chr15:85428201-85428247	ENSMUST00000163242	-1319	-1319	2588	SINE	MIRc	1338	-1514	1338	LINE	Lx7	-1319	-1319	1338	SINE	MIRc
304	chr15:96342546-96342584	ENSMUST00000096250	-42	-42	1382	SINE	B1_Mus2	11	-1098	11	SINE	B3A	11	-42	11	SINE	B3A
305	chr15:98099205-98099258	ENSMUST00000163507	-1981	-1981	4939	SINE	B3	0	0	0	SINE	B1_Mus2	0	0	0	SINE	B1_Mus1
306	chr15:99835796-99835845	ENSMUST00000073691	-50	-50	1516	SINE	B1_Mur3	1078	-1188	1078	SINE	PB1D10	-50	-50	1078	SINE	B1_Mur3
307	chr16:11240218-11240258	ENSMUST00000080030	185	-1880	185	SINE	B2_Mm1a	0	0	0	LINE	L1M5	0	0	0	LINE	L1M5
308	chr16:13119115-13119177	ENSMUST00000023206	-1396	-1396	1450	SINE	MIRb	-337	-337	485	SINE	B1_Mus2	-337	-337	485	SINE	B1_Mus2
309	chr16:13594935-13594986	ENSMUST00000058884	-180	-180	227	SINE	PB1D9	-372	-372	699	LINE	L1VL4	-180	-180	227	SINE	PB1D9
310	chr16:13651666-13651724	ENSMUST00000058884	1165	-1235	1165	SINE	MIRc	415	-691	415	SINE	B1_Mur3	415	-691	415	SINE	B1_Mur3
311	chr16:16923408-16923464	ENSMUST00000027373	-325	-325	3026	SINE	ID_B1	-3440	-3440	NA	SINE	B3	-325	-325	3026	SINE	ID_B1
312	chr16:17384270-17384318	ENSMUST00000036161	-1033	-1033	1395	SINE	B1_Mur4	0	0	0	SINE	B1_Mur2	0	0	0	SINE	B1_Mur2
313	chr16:17626516-17626585	ENSMUST00000165363	-1001	-1001	4194	SINE	B3A	1259	-1495	1259	LINE	L1MC4	-1001	-1001	1259	SINE	B3A
314	chr16:20157794-20157833	ENSMUST00000115560	903	-2262	903	SINE	B3	0	0	0	LINE	MusHAL1	0	0	0	LINE	MusHAL1
315	chr16:29585737-29585772	ENSMUST00000160597	0	0	0	SINE	B1F1	1532	-3731	1532	SINE	RSINE1	0	0	0	SINE	B1_Mus2
316	chr16:30372523-30372580	ENSMUST00000061350	-38	-38	335	SINE	B1_Mus1	126	-301	126	SINE	ID_B1	-38	-38	126	SINE	B1_Mus1
317	chr16:31041457-31041504	ENSMUST00000055389	4150	-5491	4150	LINE	L1M2	234	-1510	234	SINE	B1_Mus1	234	-1510	234	SINE	B1_Mus1
318	chr16:31072555-31072595	ENSMUST00000055389	-3224	-3224	5277	LINE	L2a	89	-1606	89	SINE	RSINE1	89	-1606	89	SINE	RSINE1
319	chr16:31113305-31113344	ENSMUST00000058033	0	0	0	LINE	L2	-362	-362	1854	LINE	Lx8	0	0	0	LINE	Lx8
320	chr16:32290046-32290095	ENSMUST00000014218	0	0	0	LINE	L1M3	105	-490	105	SINE	B1_Mus2	0	0	0	SINE	B1_Mus2
321	chr16:33436023-33436057	ENSMUST00000089677	-4455	-4455	14388	SINE	B1_Mur4	0	0	0	SINE	B3	0	0	0	SINE	PB1D11
322	chr16:34108175-34108219	ENSMUST00000076810	-151	-151	6486	SINE	B3	459	-531	459	SINE	ID_B1	-151	-151	459	SINE	B3
323	chr16:35168530-35168555	ENSMUST00000114913	-4530	-4530	6997	SINE	ID_B1	22	-2007	22	SINE	MIRc	22	-2007	22	SINE	MIRc
324	chr16:38541368-38541415	ENSMUST00000036210	-711	-711	896	SINE	ID_B1	8	-91	8	SINE	B2_Mm2	8	-91	8	SINE	B2_Mm2
325	chr16:38543774-38543811	ENSMUST00000036210	-273	-273	1062	SINE	B1F2	371	-580	371	SINE	B1_Mus1	-273	-273	371	SINE	B1F2
326	chr16:38574833-38574870	ENSMUST00000163884	148	-416	148	LINE	L2a	-792	-792	1783	SINE	ID_B1	148	-416	148	LINE	L2a
327	chr16:38586990-38587041	ENSMUST00000163884	1372	-3674	1372	SINE	MIRb	-2217	-2217	NA	LINE	L2a	1372	-2217	1372	SINE	MIRb
328	chr16:3900077-3900138	ENSMUST00000186375	-725	-725	NA	SINE	RSINE1	-497	-497	2235	SINE	ID4_	-497	-497	2235	SINE	ID4_
329	chr16:48287347-48287384	ENSMUST00000096045	-1512	-1512	6194	SINE	B1_Mm	0	0	0	SINE	B1_Mur3	0	0	0	SINE	B1_Mur3
330	chr16:56014942-56014975	ENSMUST00000119981	335	-2706	335	SINE	ID_B1	0	0	0	SINE	B3	0	0	0	SINE	RSINE1
331	chr16:59511539-59511585	ENSMUST00000044604	1246	-2158	1246	SINE	B2_Mm2	1925	-9165	1925	LINE	Lx9	1246	-2158	1246	SINE	B2_Mm2
332	chr16:59744100-59744144	ENSMUST00000068860	0	0	0	LINE	L1Md_T	469	-2015	469	LINE	Lx2B2	0	0	0	LINE	L1Md_T
333	chr16:84831925-84831965	ENSMUST00000023608	1741	NA	1741	SINE	B1_Mus2	-900	-900	2725	SINE	B4	-900	-900	1741	SINE	B4
334	chr16:88022938-88022990	ENSMUST00000072256	0	0	0	SINE	ID_B1	1662	-8684	1662	SINE	MIRb	0	0	0	LINE	L1MB1
335	chr16:90028407-90028584	ENSMUST00000114124	-288	-288	1033	SINE	B2_Mm1a	10	-845	10	SINE	B2_Mm2	10	-288	10	SINE	B2_Mm2
336	chr16:95463271-95463310	ENSMUST00000233881	-1796	-1796	6679	SINE	B1_Mus1	0	0	0	SINE	B4	0	0	0	SINE	B1_Mur1
337	chr16:96025865-96025904	ENSMUST00000099502	3436	-3673	3436	SINE	B2_Mm1t	401	-511	401	SINE	B3A	401	-511	401	SINE	B3A
338	chr17:10306510-10306544	ENSMUST00000233645	846	-4256	846	SINE	B4A	-693	-693	3726	SINE	B3	-693	-693	846	SINE	B3
339	chr17:12970600-12970635	ENSMUST00000007007	397	-1544	397	SINE	PB1D10	-452	-452	NA	SINE	B1_Mus2	397	-452	397	SINE	PB1D10
340	chr17:13780263-13780303	ENSMUST00000139666	-337	-337	5630	SINE	ID_B1	22	-169	22	SINE	B1_Mur3	22	-169	22	SINE	B1_Mur3
341	chr17:17429885-17429917	ENSMUST00000115576	0	0	0	LINE	Lx2	-14	-14	107	SINE	B2_Mm1t	0	0	0	SINE	B1_Mm
342	chr17:19518342-19518382	ENSMUST00000166081	1346	NA	1346	SINE	B1_Mur1	780	-8897	780	LINE	Lx8b	780	-8897	780	LINE	Lx8b
343	chr17:26228881-26228936	ENSMUST00000118487	0	0	0	SINE	B1_Mus1	194	-458	194	SINE	RSINE1	0	0	0	SINE	B1_Mus1
344	chr17:26600834-26600893	ENSMUST00000167662	-2265	-2265	5035	SINE	B4A	27	-300	27	LINE	L1M5	27	-300	27	LINE	L1M5
